Product Name,Price,Brand,Category,Description,Rating,Review Count,Style Attributes,Total Sizes,Available Sizes,Color,Purchase History,Age,Fashion Magazines,Fashion Influencers,Season,Time Period Highest Purchase,Customer Reviews,Social Media Comments,feedback
Q6J2,81.05256504063921,Jigsaw,Footwear,Best,1.3949968730204438,157,Minimalist,"S, M, L",M,Green,High,47,Cosmopolitan,Song of Style,Spring,Evening,Negative,Positive,Positive
S2S0,80.54763273960828,Ted Baker,Accessories,Not Good,2.3298609557248353,209,Formal,"M, L, XL",XL,Green,High,56,Fashionista,Song of Style,Fall/Winter,Daytime,Unknown,Negative,Unknown
Y6Q9,26.22474415079117,Ralph Lauren,Jewelry,Good,1.7120040819726388,314,Sporty,"S, L, XL",XL,Green,Above Average,42,Elle,Kendall Jenner,Fall,Nighttime,Unknown,Unknown,Other
L3D9,77.12590272513427,Calvin Klein,Swimwear,Very Good,2.199222026669263,148,Glamorous,"M, L, XL",M,Black,Medium,49,Grazia,Olivia Palermo,Spring/Summer,Evening,Positive,Positive,Mixed
A1X1,74.72476662455554,Tommy Hilfiger,Swimwear,Worst,3.1628559266541822,47,Edgy,"S, L, XL",L,Red,Very High,51,Glamour,Julie Sari̱ana,Spring,Nighttime,Positive,Positive,Neutral
J3T7,22.81594301656094,Burberry,Jewelry,Worst,4.898879107224349,33,Streetwear,"S, L, XL",L,Blue,Low,56,W,Gigi Hadid,Spring,Weekend,Positive,Mixed,Negative
W8O6,47.79189013815866,Ralph Lauren,Jewelry,Good,2.437105290626239,410,Preppy,"M, L, XL",L,Red,Significant,47,Cosmopolitan,Leandra Medine,Spring,Weekend,Unknown,Other,Neutral
G0I6,77.56358266703305,Calvin Klein,Jewelry,Very Bad,4.639392473965557,253,Casual,"S, M, L",XL,Blue,Above Average,58,Cosmopolitan,Leandra Medine,Spring/Summer,Holiday,Positive,Other,Positive
H7L1,84.23881155685939,Tommy Hilfiger,Jewelry,Good,3.841655550169079,361,Bohemian,"M, L, XL",L,Black,Very High,64,W,Kendall Jenner,Summer,Nighttime,Negative,Other,Other
K9K7,24.659628541729752,Ralph Lauren,Bottoms,Best,2.6889443660236343,215,Bohemian,"S, M, L",S,Black,Above Average,61,Vogue,Olivia Palermo,Spring/Summer,Daytime,Positive,Neutral,Negative
L3J3,20.823552216904254,Ted Baker,Bottoms,Very Bad,3.225697803019745,3,Sporty,"S, L, XL",XL,Red,Below Average,25,Elle,Song of Style,Spring/Summer,Weekend,Unknown,Mixed,Negative
C4Z6,68.9428708750018,Ted Baker,Dresses,Worst,3.6823230271781227,106,Edgy,"S, L, XL",M,Blue,High,28,Glamour,Gigi Hadid,Fall/Winter,Holiday,Mixed,Unknown,Neutral
Q8D5,77.3789148987855,Burberry,Bottoms,Not Good,1.4443534708924055,447,Sporty,"S, L, XL",XL,Green,High,57,Marie Claire,Gigi Hadid,Spring/Summer,Evening,Positive,Negative,Other
P4V7,85.74758753099218,Burberry,Tops,Worst,3.9388129257450553,473,Bohemian,"S, M, L",S,Black,Very High,43,Elle,Julie Sari̱ana,Spring/Summer,Daytime,Negative,Other,Negative
N6S0,95.39623706870051,Burberry,Outerwear,Worst,2.653430588362106,218,Sporty,"S, M, L",XL,Blue,Very High,27,Fashionista,Negin Mirsalehi,Spring/Summer,Evening,Unknown,Negative,Unknown
F3Q3,86.26463173311073,Mulberry,Accessories,Bad,3.265378541513579,170,Formal,"S, L, XL",XL,Green,Average,33,W,Julie Sari̱ana,Spring/Summer,Nighttime,Mixed,Unknown,Negative
C4G1,47.0590630722287,Calvin Klein,Bottoms,Very Good,4.540981304504553,397,Vintage,"S, L, XL",XL,Red,Above Average,56,W,Negin Mirsalehi,Fall/Winter,Holiday,Neutral,Unknown,Negative
Q1V8,75.05274899419473,Ted Baker,Footwear,Good,3.8231701262347273,407,Minimalist,"S, M, L",M,Red,Significant,49,Marie Claire,Julie Sari̱ana,Summer,Nighttime,Mixed,Neutral,Positive
W7M2,73.8527636059579,Jigsaw,Bottoms,Very Bad,4.794435244146976,263,Streetwear,"M, L, XL",L,Blue,Low,31,W,Song of Style,Spring/Summer,Daytime,Positive,Unknown,Other
M2Z1,96.85305213546705,Alexander McQueen,Bottoms,Bad,3.7294839063643526,205,Edgy,"M, L, XL",L,Green,Average,59,W,Chiara Ferragni,Fall,Weekend,Negative,Mixed,Neutral
P7K3,16.151315429442903,Burberry,Footwear,Good,3.7052247244877683,432,Sporty,"S, M, L",M,Blue,Significant,29,Elle,Olivia Palermo,Fall/Winter,Weekend,Neutral,Unknown,Other
O2S6,87.93460423425441,Jigsaw,Footwear,Worst,1.5107764306731508,121,Bohemian,"S, M, L",L,Green,Average,35,Harper's Bazaar,Julie Sari̱ana,Fall/Winter,Daytime,Neutral,Positive,Mixed
X4D0,48.07458778070523,Burberry,Lingerie,Not Good,2.357916622278683,416,Sporty,"M, L, XL",L,Black,High,33,Vogue,Olivia Palermo,Spring/Summer,Daytime,Unknown,Neutral,Other
T6S7,96.36355244298856,Tommy Hilfiger,Swimwear,Best,2.5654013610901374,196,Sporty,"S, L, XL",M,Red,Very High,45,Glamour,Leandra Medine,Fall,Daytime,Positive,Unknown,Negative
O4S7,23.737035294293065,Jigsaw,Dresses,Worst,3.796864969416164,337,Formal,"M, L, XL",S,Red,Negligible,30,Cosmopolitan,Aimee Song,Spring/Summer,Holiday,Mixed,Unknown,Negative
C4U5,45.38847519732201,Jigsaw,Dresses,Very Good,1.5899800089052958,380,Bohemian,"S, L, XL",S,Red,Significant,63,Elle,Camila Coelho,Spring,Nighttime,Unknown,Mixed,Mixed
V0W8,88.54138007254167,Ralph Lauren,Swimwear,Best,4.910491161035529,385,Glamorous,"S, L, XL",M,Red,Average,64,Vogue,Song of Style,Winter,Holiday,Negative,Unknown,Negative
C5U9,63.895643965409725,Tommy Hilfiger,Outerwear,Bad,3.2841829874654,363,Bohemian,"S, L, XL",XL,Blue,Low,54,Marie Claire,Chiara Ferragni,Summer,Evening,Negative,Neutral,Negative
I3O0,30.584563377358002,Alexander McQueen,Accessories,Very Good,2.200857340401452,69,Formal,"S, M, L",L,Blue,High,54,Elle,Negin Mirsalehi,Fall/Winter,Weekend,Positive,Negative,Mixed
N2P5,63.43482769372862,Jigsaw,Outerwear,Bad,1.0400064008491534,487,Formal,"S, L, XL",L,Black,Significant,57,Cosmopolitan,Camila Coelho,Fall/Winter,Nighttime,Positive,Neutral,Positive
L0L7,89.94249267046533,Calvin Klein,Footwear,Worst,2.5344081827339453,350,Casual,"M, L, XL",S,Red,High,41,Fashionista,Song of Style,Summer,Holiday,Unknown,Mixed,Negative
R2A7,65.86120099938651,Jigsaw,Bottoms,Bad,4.566075510835189,113,Sporty,"S, M, L",XL,Red,Low,37,Grazia,Gigi Hadid,Spring,Nighttime,Positive,Unknown,Mixed
Z3N7,83.43900084864389,Tommy Hilfiger,Lingerie,Good,3.4208748770939748,171,Sporty,"S, M, L",M,Blue,Very Low,56,InStyle,Song of Style,Spring,Holiday,Unknown,Positive,Other
F5F6,96.45390196916723,Mulberry,Outerwear,Good,1.6524575632962786,376,Bohemian,"S, M, L",M,Black,Significant,64,Grazia,Julie Sari̱ana,Fall,Weekend,Negative,Mixed,Negative
S9I3,70.13732520420331,Tommy Hilfiger,Footwear,Bad,3.2696656011331076,476,Edgy,"M, L, XL",S,Black,Significant,44,Vogue,Olivia Palermo,Summer,Nighttime,Positive,Neutral,Positive
K0C8,74.57375606955726,Tommy Hilfiger,Dresses,Very Bad,1.6058878985825946,129,Minimalist,"S, L, XL",S,Blue,Above Average,18,Glamour,Julie Sari̱ana,Fall,Evening,Mixed,Neutral,Positive
O8Y7,54.194479204247486,Alexander McQueen,Activewear,Very Bad,4.9147018302060115,171,Casual,"M, L, XL",XL,Red,Below Average,37,Harper's Bazaar,Camila Coelho,Summer,Daytime,Mixed,Neutral,Positive
Z0P0,48.315088065369416,Burberry,Accessories,Best,3.9701343469140324,63,Glamorous,"M, L, XL",L,Red,Above Average,60,Elle,Olivia Palermo,Fall/Winter,Daytime,Unknown,Negative,Negative
P0T8,10.671394177252338,Jigsaw,Jewelry,Not Good,2.8109103641111983,152,Sporty,"S, M, L",M,Blue,Medium,25,Grazia,Camila Coelho,Fall/Winter,Nighttime,Unknown,Mixed,Other
Y1I5,81.79452279788697,Ted Baker,Bottoms,Worst,3.299749142744676,158,Bohemian,"S, M, L",XL,Red,Average,60,Harper's Bazaar,Gigi Hadid,Summer,Evening,Negative,Positive,Positive
C9M1,14.089489530871399,Alexander McQueen,Outerwear,Very Bad,2.833262635643128,121,Vintage,"S, L, XL",S,Green,High,53,Elle,Negin Mirsalehi,Summer,Evening,Mixed,Positive,Negative
Y9R4,64.70778207099363,Mulberry,Lingerie,Very Good,1.781217878743341,333,Edgy,"S, M, L",L,Green,Average,44,Harper's Bazaar,Camila Coelho,Fall/Winter,Daytime,Negative,Mixed,Unknown
N9X0,36.20658879342942,Ted Baker,Jewelry,Very Bad,1.0292892247523642,491,Streetwear,"M, L, XL",XL,Green,Negligible,61,Glamour,Leandra Medine,Summer,Weekend,Mixed,Neutral,Negative
W9G6,16.181824303944946,Jigsaw,Jewelry,Not Good,4.429276026522613,302,Vintage,"S, M, L",M,Black,Negligible,32,W,Aimee Song,Spring,Daytime,Neutral,Neutral,Neutral
K2T1,48.464953274088316,Alexander McQueen,Outerwear,Very Bad,1.3562497032585084,27,Formal,"S, L, XL",S,Blue,Above Average,19,Fashionista,Olivia Palermo,Spring,Holiday,Unknown,Other,Other
M2B5,40.481736249664735,Burberry,Lingerie,Good,4.216055499969617,140,Bohemian,"S, L, XL",S,Blue,Above Average,26,InStyle,Song of Style,Spring/Summer,Nighttime,Negative,Negative,Other
R5I0,95.82984834100132,Ralph Lauren,Jewelry,Very Good,2.9191554733394436,237,Glamorous,"S, L, XL",L,Green,Average,28,Marie Claire,Kendall Jenner,Fall,Weekend,Neutral,Unknown,Other
M4Z5,55.84772855351784,Ralph Lauren,Tops,Very Bad,1.6047209270263392,368,Bohemian,"M, L, XL",M,Black,Very Low,25,Grazia,Negin Mirsalehi,Spring,Nighttime,Neutral,Mixed,Unknown
A5Q7,96.48748418421525,Ralph Lauren,Activewear,Very Bad,1.2083088937410214,239,Edgy,"S, M, L",XL,Black,Low,19,Harper's Bazaar,Song of Style,Spring,Daytime,Mixed,Negative,Negative
I0X1,62.34609009866372,Burberry,Tops,Very Bad,4.881353549300842,214,Edgy,"M, L, XL",S,Blue,Low,47,Fashionista,Camila Coelho,Summer,Daytime,Negative,Neutral,Other
P3F5,85.55468210415296,Mulberry,Tops,Best,1.189657004678045,100,Bohemian,"M, L, XL",S,Green,Above Average,36,Glamour,Leandra Medine,Summer,Weekend,Negative,Neutral,Positive
I4S5,26.651416202087585,Tommy Hilfiger,Activewear,Very Good,4.989764802561289,440,Glamorous,"M, L, XL",XL,Black,Very Low,55,Fashionista,Olivia Palermo,Summer,Nighttime,Unknown,Other,Unknown
G1M5,10.602042960608149,Calvin Klein,Bottoms,Bad,4.11821114905305,255,Minimalist,"M, L, XL",M,Black,Above Average,52,Marie Claire,Chiara Ferragni,Spring,Daytime,Negative,Neutral,Negative
W0K5,92.13631604405664,Tommy Hilfiger,Bottoms,Best,4.9351468577838835,192,Glamorous,"S, L, XL",L,Blue,Average,46,Glamour,Olivia Palermo,Summer,Nighttime,Neutral,Unknown,Other
E2F4,29.359919135973467,Ralph Lauren,Lingerie,Best,3.299186919683505,440,Bohemian,"M, L, XL",M,Black,Medium,47,Glamour,Negin Mirsalehi,Spring/Summer,Holiday,Mixed,Positive,Mixed
U9N5,81.92707016330604,Calvin Klein,Outerwear,Very Good,4.721649670154605,258,Casual,"S, M, L",S,Red,Very High,22,Vogue,Olivia Palermo,Fall/Winter,Holiday,Neutral,Other,Negative
B9Y3,42.641459183614444,Alexander McQueen,Lingerie,Worst,4.317999174404948,97,Vintage,"S, L, XL",M,Blue,Above Average,50,Marie Claire,Negin Mirsalehi,Spring,Daytime,Mixed,Negative,Neutral
R2Y2,89.94722448358748,Ralph Lauren,Bottoms,Best,2.2145174345926373,136,Casual,"S, M, L",S,Green,Low,24,Cosmopolitan,Camila Coelho,Fall/Winter,Evening,Negative,Neutral,Neutral
L1Z1,84.04555234983484,Ralph Lauren,Tops,Very Bad,3.8514425890101345,169,Edgy,"S, M, L",L,Black,Above Average,28,Harper's Bazaar,Leandra Medine,Spring,Evening,Neutral,Negative,Negative
C7X2,49.927542472942605,Ted Baker,Jewelry,Best,4.929350022700033,229,Minimalist,"S, L, XL",M,Green,Below Average,44,Fashionista,Song of Style,Spring/Summer,Evening,Negative,Positive,Negative
B5E0,56.50751836002089,Alexander McQueen,Swimwear,Good,1.1169658610001294,71,Casual,"M, L, XL",S,Blue,Significant,19,Harper's Bazaar,Kendall Jenner,Winter,Holiday,Unknown,Other,Other
K1J9,55.223088189761114,Ted Baker,Bottoms,Good,2.8814657445365373,477,Streetwear,"S, L, XL",M,Green,High,61,Grazia,Gigi Hadid,Spring,Evening,Unknown,Other,Positive
N7Y6,20.235231750902653,Burberry,Dresses,Very Bad,4.318386774261867,245,Preppy,"S, L, XL",XL,Red,Medium,51,Vogue,Negin Mirsalehi,Fall,Weekend,Positive,Positive,Positive
B9D1,83.36886642097356,Ralph Lauren,Dresses,Good,3.6483901418068347,475,Bohemian,"M, L, XL",M,Blue,Negligible,32,W,Olivia Palermo,Fall/Winter,Nighttime,Unknown,Mixed,Negative
G3P9,96.02278374109434,Calvin Klein,Outerwear,Very Good,3.2974790805189413,49,Preppy,"M, L, XL",XL,Blue,Low,59,Glamour,Leandra Medine,Spring/Summer,Weekend,Positive,Negative,Mixed
B1R9,41.80488120829939,Burberry,Bottoms,Bad,2.676594887134373,285,Vintage,"M, L, XL",XL,Black,Above Average,54,Grazia,Aimee Song,Fall/Winter,Nighttime,Unknown,Neutral,Mixed
Z5I0,63.137294678273065,Burberry,Lingerie,Bad,2.0638512738664487,163,Minimalist,"M, L, XL",S,Green,Very High,62,W,Camila Coelho,Fall,Nighttime,Negative,Other,Other
S6C6,31.667241174568773,Alexander McQueen,Jewelry,Best,1.7131109995434115,359,Bohemian,"M, L, XL",M,Red,Medium,48,Cosmopolitan,Gigi Hadid,Spring,Daytime,Mixed,Mixed,Mixed
O4W3,92.06698285705771,Alexander McQueen,Bottoms,Worst,2.636475220552279,211,Edgy,"S, M, L",M,Red,Negligible,55,Marie Claire,Gigi Hadid,Summer,Nighttime,Mixed,Other,Other
A7W5,29.157858942314128,Ted Baker,Accessories,Very Good,2.3747816698065414,269,Edgy,"S, L, XL",S,Black,Above Average,21,Marie Claire,Leandra Medine,Fall,Evening,Negative,Neutral,Other
B6B2,88.43520366288526,Jigsaw,Tops,Good,4.953134699530857,105,Edgy,"S, M, L",M,Black,Significant,54,Vogue,Chiara Ferragni,Summer,Holiday,Unknown,Positive,Mixed
J6K3,64.79604998803934,Alexander McQueen,Bottoms,Bad,4.329914270999071,236,Preppy,"S, L, XL",L,Red,Below Average,47,Fashionista,Leandra Medine,Fall/Winter,Nighttime,Negative,Neutral,Positive
T7F0,80.24118453005903,Ted Baker,Dresses,Very Bad,2.870115312562835,213,Preppy,"M, L, XL",L,Blue,Medium,25,W,Aimee Song,Spring/Summer,Holiday,Negative,Positive,Unknown
C7W1,91.17814274046006,Ted Baker,Accessories,Bad,1.9929166839450612,19,Formal,"M, L, XL",S,Green,Average,39,Fashionista,Song of Style,Winter,Holiday,Neutral,Unknown,Unknown
X9F8,62.78636461461536,Alexander McQueen,Tops,Good,1.3197520864394376,273,Edgy,"S, L, XL",XL,Red,Below Average,19,Harper's Bazaar,Leandra Medine,Summer,Weekend,Negative,Positive,Negative
R8R7,22.988047833987984,Alexander McQueen,Activewear,Worst,2.7428857579466666,339,Bohemian,"S, M, L",M,Black,High,48,Vogue,Leandra Medine,Spring,Weekend,Neutral,Other,Unknown
S6L2,87.08043586378625,Ralph Lauren,Activewear,Bad,2.871726736135172,183,Minimalist,"M, L, XL",XL,Blue,Very Low,35,Grazia,Song of Style,Winter,Holiday,Mixed,Positive,Other
B8J9,33.506890924962676,Alexander McQueen,Footwear,Best,2.572096499203045,345,Glamorous,"S, M, L",XL,Black,Very Low,27,W,Gigi Hadid,Spring,Weekend,Mixed,Neutral,Unknown
E1I7,17.063035892829827,Calvin Klein,Jewelry,Very Good,1.8080463906675641,475,Bohemian,"S, L, XL",XL,Black,Low,47,Elle,Leandra Medine,Spring,Daytime,Mixed,Other,Neutral
G1E9,34.398271916707515,Burberry,Lingerie,Bad,4.128640779942334,358,Glamorous,"S, L, XL",L,Black,Medium,58,InStyle,Olivia Palermo,Spring/Summer,Daytime,Positive,Neutral,Mixed
O9Q0,55.62814710924053,Calvin Klein,Jewelry,Best,1.3080869697757822,227,Bohemian,"S, M, L",M,Blue,Negligible,44,Grazia,Olivia Palermo,Spring/Summer,Weekend,Negative,Other,Neutral
P3B6,74.65148755943653,Jigsaw,Bottoms,Good,4.168734665949524,376,Sporty,"M, L, XL",S,Red,Average,28,Marie Claire,Camila Coelho,Fall/Winter,Holiday,Neutral,Unknown,Other
L0L6,60.71416118514483,Jigsaw,Footwear,Very Bad,4.153619503839417,50,Bohemian,"S, L, XL",S,Green,Negligible,24,Marie Claire,Kendall Jenner,Winter,Daytime,Unknown,Negative,Mixed
R8J0,53.814619330132686,Ralph Lauren,Footwear,Not Good,1.3594670257385566,70,Formal,"S, M, L",XL,Green,Above Average,27,Vogue,Chiara Ferragni,Summer,Daytime,Negative,Neutral,Mixed
I1Z3,87.75143605121471,Calvin Klein,Bottoms,Worst,3.915756022796075,281,Minimalist,"S, L, XL",M,Red,Above Average,53,Marie Claire,Kendall Jenner,Summer,Weekend,Neutral,Positive,Mixed
G9M4,19.36247670909663,Jigsaw,Lingerie,Good,3.4932816079557303,332,Sporty,"S, M, L",M,Blue,Below Average,43,W,Aimee Song,Winter,Holiday,Mixed,Other,Mixed
V5A4,31.022005051840644,Alexander McQueen,Tops,Best,1.0077390884322956,453,Formal,"S, L, XL",M,Green,Above Average,23,Grazia,Kendall Jenner,Summer,Holiday,Negative,Negative,Unknown
E9D3,80.9922347497855,Alexander McQueen,Lingerie,Very Bad,4.324721617037971,229,Formal,"S, L, XL",M,Green,Medium,38,Glamour,Chiara Ferragni,Spring/Summer,Evening,Unknown,Negative,Other
J3V1,29.56487693943314,Burberry,Activewear,Bad,2.965281651128781,277,Sporty,"S, M, L",S,Red,Negligible,34,W,Song of Style,Winter,Evening,Positive,Negative,Positive
F9Z5,36.49277166118665,Calvin Klein,Tops,Best,1.732327446260716,363,Formal,"M, L, XL",XL,Blue,High,30,Glamour,Song of Style,Fall,Holiday,Negative,Unknown,Mixed
C3R7,74.0133018108994,Ted Baker,Outerwear,Good,3.9824725928625315,410,Edgy,"S, M, L",L,Red,Average,52,Vogue,Chiara Ferragni,Winter,Nighttime,Unknown,Other,Positive
Q2H8,51.205949025282735,Ted Baker,Outerwear,Very Bad,1.9306196542420717,429,Sporty,"M, L, XL",M,Black,Negligible,26,Elle,Song of Style,Fall,Daytime,Mixed,Mixed,Unknown
W2X6,32.96014145068945,Burberry,Lingerie,Best,2.9964722682244944,417,Formal,"M, L, XL",XL,Green,Negligible,39,Vogue,Julie Sari̱ana,Spring,Weekend,Unknown,Other,Neutral
W1P5,81.02319128450283,Burberry,Outerwear,Bad,4.597628627441856,381,Bohemian,"S, M, L",M,Blue,Low,22,Fashionista,Olivia Palermo,Winter,Weekend,Unknown,Mixed,Mixed
V1N2,76.85238762348251,Ted Baker,Tops,Bad,1.1591092952688724,334,Streetwear,"S, M, L",XL,Blue,Low,53,Elle,Gigi Hadid,Spring,Holiday,Mixed,Positive,Mixed
L2Q9,99.01744149571637,Ralph Lauren,Swimwear,Bad,3.436198087634406,328,Formal,"S, L, XL",M,Black,Very Low,57,Cosmopolitan,Kendall Jenner,Fall,Nighttime,Unknown,Negative,Unknown
Z0D9,58.97647488139195,Alexander McQueen,Accessories,Good,4.666343818121015,140,Bohemian,"M, L, XL",M,Green,Medium,33,Harper's Bazaar,Camila Coelho,Spring/Summer,Evening,Unknown,Mixed,Mixed
W4R4,40.20924040305732,Burberry,Activewear,Not Good,4.788368041143617,466,Minimalist,"M, L, XL",L,Black,Above Average,28,W,Camila Coelho,Summer,Daytime,Unknown,Negative,Other
D9I2,17.854681162295172,Mulberry,Activewear,Very Good,3.333251797879762,24,Preppy,"S, M, L",S,Green,Above Average,41,Cosmopolitan,Song of Style,Spring,Evening,Unknown,Unknown,Unknown
G7I1,39.35418855641816,Ralph Lauren,Outerwear,Very Good,3.933586023745171,18,Edgy,"S, L, XL",L,Black,High,53,Cosmopolitan,Negin Mirsalehi,Summer,Evening,Mixed,Positive,Other
X4R3,49.909682453705486,Ralph Lauren,Footwear,Worst,2.9392349792683032,67,Minimalist,"S, M, L",S,Green,Very Low,40,InStyle,Camila Coelho,Summer,Evening,Neutral,Other,Mixed
K2R4,58.46476864920139,Alexander McQueen,Tops,Bad,2.4660537689885977,39,Minimalist,"M, L, XL",S,Green,Above Average,42,InStyle,Song of Style,Spring/Summer,Daytime,Positive,Mixed,Positive
O3U4,74.81025124594834,Burberry,Footwear,Worst,2.2805436141844306,232,Sporty,"S, M, L",XL,Green,Very Low,26,Vogue,Chiara Ferragni,Fall,Holiday,Unknown,Mixed,Negative
M4D9,40.71926538669703,Burberry,Dresses,Not Good,2.762333826089606,429,Casual,"S, M, L",S,Blue,Significant,52,Fashionista,Julie Sari̱ana,Summer,Daytime,Mixed,Positive,Mixed
G1Q4,63.830992153348575,Ralph Lauren,Footwear,Best,2.082530982189526,318,Vintage,"S, L, XL",L,Red,Medium,33,Cosmopolitan,Camila Coelho,Fall/Winter,Holiday,Neutral,Other,Other
W9X0,82.75006890247712,Jigsaw,Tops,Very Bad,2.8848497522322702,32,Formal,"S, L, XL",XL,Green,Medium,33,Vogue,Kendall Jenner,Summer,Holiday,Mixed,Neutral,Mixed
A6G8,21.04007598981874,Alexander McQueen,Outerwear,Best,2.221409110987622,495,Bohemian,"M, L, XL",L,Blue,Negligible,60,Fashionista,Olivia Palermo,Winter,Evening,Positive,Negative,Negative
S6C8,60.8447880871169,Burberry,Jewelry,Best,4.087063036820785,325,Formal,"S, L, XL",XL,Blue,Significant,31,W,Aimee Song,Spring/Summer,Daytime,Neutral,Unknown,Other
F5Z9,84.75939649985303,Jigsaw,Accessories,Bad,3.6110255378681,206,Edgy,"S, L, XL",XL,Blue,Above Average,43,Fashionista,Negin Mirsalehi,Summer,Holiday,Negative,Negative,Other
K6K6,86.74611008508298,Ted Baker,Accessories,Very Good,2.7673277089795754,334,Bohemian,"M, L, XL",L,Blue,Very High,25,Glamour,Chiara Ferragni,Spring/Summer,Weekend,Neutral,Mixed,Unknown
O2B7,94.98918019719838,Mulberry,Tops,Worst,2.14090330061117,457,Formal,"S, M, L",XL,Blue,Very High,57,Marie Claire,Camila Coelho,Fall,Nighttime,Negative,Unknown,Other
P5A5,92.51589919527157,Ted Baker,Outerwear,Very Bad,1.5354347126856354,66,Bohemian,"S, L, XL",M,Red,Very High,30,Fashionista,Negin Mirsalehi,Winter,Evening,Positive,Other,Neutral
Y3K6,17.92893435248656,Ted Baker,Activewear,Not Good,4.537545493226602,441,Formal,"S, M, L",XL,Red,Very Low,34,Elle,Camila Coelho,Spring,Weekend,Unknown,Mixed,Mixed
R2Z0,97.44634351275432,Ted Baker,Swimwear,Very Good,4.991379742668746,341,Bohemian,"M, L, XL",L,Green,Low,40,Fashionista,Julie Sari̱ana,Summer,Daytime,Positive,Positive,Positive
G4E7,17.735374573522414,Jigsaw,Tops,Very Good,2.726955494782695,379,Streetwear,"S, L, XL",M,Blue,Very High,45,Elle,Negin Mirsalehi,Winter,Nighttime,Negative,Positive,Positive
F1I6,22.428134652939182,Tommy Hilfiger,Swimwear,Not Good,3.2076955592486134,297,Casual,"M, L, XL",XL,Black,Significant,58,Cosmopolitan,Chiara Ferragni,Summer,Daytime,Unknown,Other,Positive
Y1P0,52.298808371624496,Jigsaw,Swimwear,Good,4.123376557192733,2,Bohemian,"S, L, XL",XL,Green,Very Low,38,Harper's Bazaar,Julie Sari̱ana,Winter,Daytime,Unknown,Neutral,Positive
V4K9,92.63774977615381,Burberry,Tops,Bad,1.5339091250055823,1,Preppy,"M, L, XL",L,Black,Significant,41,Fashionista,Chiara Ferragni,Fall,Daytime,Negative,Positive,Neutral
I4T0,74.25335288482502,Tommy Hilfiger,Footwear,Very Good,3.77404524152078,499,Formal,"M, L, XL",XL,Green,Negligible,36,Cosmopolitan,Julie Sari̱ana,Summer,Daytime,Positive,Positive,Unknown
U0X0,81.90216156903061,Mulberry,Lingerie,Bad,1.7397422045548776,26,Edgy,"S, L, XL",M,Blue,Low,56,Elle,Aimee Song,Winter,Holiday,Neutral,Other,Other
S8Z1,28.548113803008576,Ralph Lauren,Activewear,Very Good,2.6755526737941886,442,Vintage,"S, L, XL",M,Red,Low,29,Marie Claire,Negin Mirsalehi,Fall/Winter,Holiday,Positive,Unknown,Other
H9O5,61.804033738663584,Jigsaw,Accessories,Not Good,3.112034912199911,487,Glamorous,"S, L, XL",S,Blue,Significant,41,Marie Claire,Camila Coelho,Spring/Summer,Daytime,Negative,Other,Negative
Q3R5,58.72369789481123,Ted Baker,Bottoms,Very Good,1.08672736281936,465,Streetwear,"S, L, XL",XL,Blue,Above Average,57,Elle,Camila Coelho,Fall/Winter,Weekend,Unknown,Neutral,Mixed
V6E9,67.68867232844718,Tommy Hilfiger,Jewelry,Best,2.111378686493209,221,Casual,"S, L, XL",M,Red,Low,52,Marie Claire,Camila Coelho,Spring,Evening,Positive,Other,Positive
F5Y2,32.95722072141919,Ted Baker,Tops,Good,2.6788732066403758,144,Minimalist,"S, M, L",M,Black,Very Low,54,Glamour,Olivia Palermo,Fall/Winter,Nighttime,Negative,Negative,Positive
I6A5,27.375100426975266,Alexander McQueen,Swimwear,Best,2.9567837027871438,132,Preppy,"S, L, XL",S,Red,Very Low,61,Grazia,Leandra Medine,Spring,Holiday,Neutral,Mixed,Positive
I1S2,64.6458200399012,Calvin Klein,Lingerie,Bad,2.0977817188399963,43,Bohemian,"S, L, XL",L,Black,Negligible,51,Harper's Bazaar,Camila Coelho,Fall,Weekend,Positive,Unknown,Neutral
F4U1,96.8243462169782,Ralph Lauren,Footwear,Not Good,3.5787069784504406,51,Vintage,"S, M, L",M,Blue,Negligible,29,Fashionista,Gigi Hadid,Summer,Holiday,Negative,Unknown,Mixed
N5S3,52.48497288584557,Calvin Klein,Lingerie,Best,3.3939620802941635,7,Bohemian,"M, L, XL",S,Blue,Below Average,41,Cosmopolitan,Leandra Medine,Fall,Evening,Unknown,Mixed,Negative
D7S5,91.58035639183532,Jigsaw,Bottoms,Very Good,2.0198539472332375,43,Bohemian,"S, L, XL",M,Blue,Very Low,25,Harper's Bazaar,Gigi Hadid,Summer,Weekend,Positive,Mixed,Positive
G6C3,79.87277051403821,Ralph Lauren,Outerwear,Not Good,2.7932812329155166,361,Glamorous,"S, M, L",S,Green,Below Average,38,Cosmopolitan,Kendall Jenner,Spring/Summer,Daytime,Unknown,Neutral,Negative
J1H4,86.91283004460655,Alexander McQueen,Bottoms,Not Good,4.660913355600993,93,Edgy,"M, L, XL",M,Red,Low,42,Glamour,Olivia Palermo,Winter,Daytime,Mixed,Negative,Unknown
Q1T2,97.14372915264002,Tommy Hilfiger,Lingerie,Very Good,4.289648132074957,499,Streetwear,"M, L, XL",L,Blue,Medium,63,Grazia,Kendall Jenner,Winter,Weekend,Positive,Mixed,Other
